ADC Readings
313
322
321
320
316
314
321
314
322
314
314
314
314
311
315
314
323
317
317
323
314
321
316
314
316
317
317
323
313
316
314
318
317
319
315
322
321
323
323
315
318
314
313
319
313
319
315
314
314
323
322
322
323
317
319
317
312
315
316
313
315
323
322
315
322
320
312
314
315
317
315
320
311
315
312
323
323
312
313
323
324
320
322
319
324
315
321
312
322
320
315
322
315
318
320
317
321
313
315
314
315
320
321
310
322
317
315
326
315
319
320
313
319
325
312
328
328
321
315
322
315
325
326
322
328
315
320
321
330
313
316
315
321
326
316
318
314
324
326
311
328
323
316
326
330
314
325
315
329
328
317
325
328
323
328
315
317
313
318
317
322
324
322
321
322
315
325
324
319
329
322
313
322
326
317
315
314
314
321
325
314
322
314
321
322
324
329
317
328
314
328
316
326
315
327
324
316
325
329
322
318
322
318
319
326
319
325
314
326
312
316
313
317
317
314
327
327
323
323
322
326
324
326
315
323
312
313
324
323
327
317
314
311
329
314
314
327
325
322
327
318
312
320
318
324
320
318
313
313
317
324
314
316
326
316
326
322
324
329
325
332
316
315
326
326
317
325
326
314
329
327
313
318
323
320
319
325
328
323
328
315
316
319
317
319
327
317
316
325
322
319
323
327
314
317
315
326
316
326
318
319
325
327
320
320
318
327
319
316
313
319
312
317
329
311
316
317
326
327
324
318
327
320
328
326
319
320
323
313
316
324
327
324
326
329
329
322
324
314
321
326
318
329
328
329
319
318
318
312
324
326
319
314
321
328
325
313
329
314
322
317
312
318
325
315
321
325
322
319
321
312
315
317
312
330
316
312
321
320
322
327
321
319
314
325
314
327
327
315
325
322
327
326
328
313
322
326
324
318
327
313
326
318
317
320
314
322
327
319
321
314
322
319
326
315
313
320
328
326
313
326
327
318
322
322
321
326
313
314
316
318
316
315
314
318
319
313
323
316
314
328
320
330
328
316
317
318
324
314
327
327
324
329
328
325
323
316
311
328
319
322
327
318
325
315
322
314
320
325
328
325
315
328
317
312
324
316
314
323
322
321
322
316
320
317
321
328
324
328
324
314
317
324
319
322
324
320
318
312
319
323
325
325
325
312
325
315
316
325
324
324
328
327
327
316
322
325
315
326
326
320
312
326
326
316
326
326
319
314
326
318
326
322
323
313
314
326
313
327
320
314
316
312
315
321
311
316
324
323
327
314
327
329
326
327
313
321
318
327
315
328
326
317
326
319
317
326
317
313
325
322
324
316
315
314
311
313
313
322
324
318
316
317
312
315
320
316
315
315
317
322
321
323
320
321
317
318
321
320
321
318
319
322
317
319
313
319
317
319
318
319
316
323
311
318
318
314
320
317
322
320
320
312
320
322
317
313
316
314
321
316
311
319
316
321
321
322
314
315
314
322
311
318
322
311
313
317
319
313
315
311
322
313
310
320
319
316
312
313
316
323
319
321
311
317
313
315
314
322
321
314
318
317
320
316
317
319
322
321
318
320
318
318
318
316
316
314
316
316
313
318
318
314
312
321
324
320
314
313
320
320
322
322
320
322
313
319
324
321
322
317
314
320
321
320
319
319
323
313
319
320
325
323
320
318
324
322
310
322
315
320
320
312
323
312
316
313
319
318
313
312
324
314
312
316
310
315
317
315
320
319
314
314
323
315
320
314
316
316
317
322
316
316
315
317
316
311
321
313
314
323
317
313
319
320
314
311
316
314
319
321
315
318
315
313
318
316
318
317
312
318
322
315
321
314
315
313
314
312
320
315
321
314
322
321
317
322
319
319
322
319
319
313
316
322
320
315
315
312
318
321
315
314
313
315
314
321
315
322
321
318
323
314
315
312
317
318
313
317
316
322
318
315
316
313
320
316
313
315
321
313
315
314
314
318
313
319
318
318
316
315
317
313
321
317
324
322
317
320
321
319
320
322
312
314
321
312
312
320
318
315
312
313
320
318
315
316
311
312
319
320
317
321
312
311
313
315
313
314
316
319
323
322
322
315
320
314
320
314
314
313
319
320
313
318
312
320
322
317
323
312
322
313
319
318
320
315
321
321
320
321
313
322
318
320
315
325
322
318
321
312
314
315
319
312
322
321
312
319
314
316
314
322
318
312
317
318
321
321
322
318
316
319
313
317
322
316
321
315
314
312
317
322
313
318
316
319
319
317
314
312
322
322
314
316
319
322
323
319
315
319
313
316
319
312
317
319
318
314
323
318
320
314
316
318
316
319
317
322
324
321
316
322
313
315
317
313
314
324
322
324
317
321
318
320
312
319
318
318
321
316
323
324
315
312
313
323
318
322
315
314
323
314
315
322
312
316
312
316
314
312
314
312
316
315
314
316
321
318
318
320
311
323
323
317
319
318
322
314
315
314
315
320
315
319
318
312
313
318
313
316
318
321
312
316
319
313
322
321
314
318
316
322
320
320
311
313
319
316
318
319
313
313
313
315
317
315
318
315
321
312
310
322
320
321
320
316
314
315
312
320
315
319
324
314
314
321
320
314
320
312
315
313
320
321
315
322
322
321
315
322
314
320
314
318
318
313
316
320
321
313
315
313
314
316
314
320
320
314
314
321
315
323
321
320
321
320
315
314
321
320
312
319
316
314
315
316
319
320
312
320
317
315
319
314
316
312
321
313
322
314
322
315
316
320
322
315
321
314
315
319
313
312
318
322
317
311
313
312
325
318
327
321
315
319
320
323
312
324
317
314
327
316
317
320
322
317
314
327
322
328
319
313
325
327
317
317
320
315
327
329
318
326
318
324
313
317
321
324
321
323
316
314
314
316
324
327
326
326
321
312
323
322
326
319
324
328
321
318
325
315
327
314
326
325
321
324
314
314
318
312
310
319
313
317
315
318
316
319
318
317
314
318
329
322
319
314
318
328
316
311
315
328
316
322
322
325
324
321
321
329
315
318
321
327
313
326
312
314
316
319
320
324
328
322
312
317
314
314
313
323
311
314
320
315
328
325
319
315
313
325
314
321
314
314
324
315
317
322
327
323
320
326
314
325
320
316
316
319
310
314
314
316
317
317
312
315
320
315
315
313
316
311
318
316
316
318
316
313
315
313
316
319
314
314
318
313
312
316
318
314
318
320
318
323
318
317
318
319
318
318
319
317
315
319
315
316
311
317
316
319
315
316
318
313
317
319
313
323
320
316
322
318
312
315
327
316
325
315
326
316
315
323
317
322
329
314
328
313
320
315
326
323
316
325
322
316
323
323
324
325
328
314
326
315
319
327
322
322
317
322
324
318
315
317
317
329
329
323
319
324
320
326
323
321
326
313
322
322
315
312
328
319
329
318
322
314
314
321
313
329
322
316
315
321
329
316
331
322
317
315
330
330
316
322
316
330
325
322
312
320
330
329
331
332
314
314
310
326
332
327
320
318
331
318
316
324
322
316
322
325
314
319
318
317
328
325
322
314
317
322
328
315
310
327
323
322
318
316
313
326
315
326
329
327
316
319
314
326
320
316
320
315
321
325
313
321
322
319
322
319
320
321
318
326
316
314
314
326
316
327
320
315
327
313
324
318
323
316
315
319
313
321
317
312
321
314
319
312
315
318
316
322
314
313
320
320
315
322
322
311
313
318
321
316
314
318
318
317
320
311
318
320
314
323
312
319
319
322
322
314
324
321
314
323
318
321
314
314
314
315
319
316
320
311
323
314
317
320
322
323
320
313
318
322
324
319
315
320
313
312
318
315
315
322
320
322
318
319
319
319
321
322
312
321
312
324
320
318
317
319
326
319
317
316
319
314
315
319
314
319
314
316
322
314
316
314
314
319
319
313
314
314
321
322
316
315
314
320
322
321
318
316
315
321
322
318
324
315
320
316
313
323
320
320
313
322
317
312
325
312
320
320
319
313
324
315
319
318
319
312
321
320
321
321
313
314
320
313
316
320
316
322
322
319
314
315
317
317
312
312
315
320
312
318
320
312
313
316
310
315
315
312
317
315
313
313
315
312
318
314
318
320
315
316
314
321
317
314
315
317
317
315
315
316
319
316
323
319
318
321
316
320
314
320
312
312
315
312
317
322
319
315
324
320
320
316
323
321
321
312
313
312
313
315
314
319
321
321
321
312
313
312
322
322
319
312
318
320
324
319
320
321
314
313
312
320
315
321
320
312
319
313
314
315
316
315
314
314
314
314
312
321
322
319
315
320
320
314
323
313
315
316
317
322
314
315
316
319
312
321
318
317
321
312
315
314
321
323
321
312
319
319
319
321
321
322
316
314
322
323
312
319
320
311
315
314
313
319
314
321
322
323
317
320
316
320
318
316
316
314
319
318
319
313
320
314
316
317
319
320
313
316
315
322
314
313
320
311
314
319
314
311
319
316
319
317
313
314
319
321
312
320
322
317
315
321
313
319
322
316
320
314
320
320
322
316
319
315
316
320
318
320
324
315
320
319
317
318
322
313
317
318
323
316
319
313
321
318
320
315
316
317
315
323
320
316
322
323
324
